1,1,4.144010,0.295009,19.873300,19.996300,3.246000
1,2,1.704510,0.947009,10.589800,10.209800,2.372000
1,3,2.126010,0.390676,14.719300,14.624300,5.390000
1,4,1.481760,0.590010,15.921600,15.279100,3.538000
1,5,2.982010,0.403411,15.947200,16.087200,13.069000
1,6,2.713010,0.732012,16.578400,16.369400,12.783000
1,7,2.260580,0.524585,18.068500,17.460300,13.026000
1,8,2.089260,0.680514,17.897200,17.744900,12.806000
1,9,2.001350,0.565571,16.144900,15.914200,14.450000
1,10,1.630120,0.404917,19.865900,19.543300,13.311000
1,11,1.994560,0.773563,12.343300,11.691200,13.662000
1,12,1.850020,0.688769,14.662500,14.394900,14.558000
1,13,1.457640,0.572097,17.038100,16.794600,12.715000
1,14,1.417450,0.526878,17.337900,17.181100,13.411000
1,15,1.435890,0.521222,17.647000,17.638200,14.221000
1,16,2.613900,0.742087,16.955900,16.700800,32.680000
1,17,2.134030,0.556026,17.540300,17.021300,28.416000
1,18,2.121640,0.597917,16.439400,16.174800,29.096000
1,19,1.689920,0.404030,20.692700,20.308400,25.875000
1,20,1.569480,0.481382,17.287100,17.262900,23.987000
1,21,1.641890,0.595700,16.355400,16.088800,24.308000
1,22,2.289350,0.661990,16.527200,16.248100,39.262000
1,23,1.935430,0.564516,16.871300,16.519900,33.537000
1,24,1.678500,0.617123,17.436800,17.074900,27.850000
1,25,1.898240,0.690641,16.469300,16.145800,33.171000
1,26,1.491160,0.521351,16.800100,16.608300,27.691000
1,27,1.622230,0.609119,16.091500,15.990200,28.986000
1,28,2.504340,0.648878,17.423900,16.736200,56.390000
1,29,1.880000,0.586210,16.056100,15.787100,40.029000
1,30,1.611970,0.432705,19.229500,19.084800,37.748000
1,31,2.265330,0.626815,16.619300,16.154700,55.112000
1,32,1.807480,0.616323,15.844900,15.613200,41.753000
1,33,1.497740,0.496074,16.645100,16.484500,35.926000
1,34,2.255750,0.643281,15.508900,14.925900,58.660000
1,35,1.776760,0.610476,15.198500,14.909900,43.680000
1,36,1.482470,0.533577,15.681000,15.513300,37.084000
1,37,1.328590,0.521536,14.377700,14.301500,32.268000
1,38,1.469740,0.595209,13.766600,13.679600,36.313000
1,39,2.082080,0.586464,13.542100,13.258400,62.320000
1,40,1.667380,0.622731,13.083800,12.894800,45.575000
1,41,1.640500,0.697131,13.357200,13.279400,42.012000
1,42,1.377370,0.575441,13.268900,13.149000,36.250000
1,43,2.135180,0.627783,13.032700,12.650400,69.141000
1,44,1.625000,0.609747,12.363700,12.221400,48.620000
1,45,1.494560,0.607534,11.707000,11.368600,42.406000
1,46,1.985750,0.625403,12.450900,12.019500,67.613000
1,47,1.526130,0.561110,12.216300,12.072100,49.315000
1,48,1.412320,0.592485,11.538900,11.353600,42.506000
1,49,2.001910,0.617683,12.035300,11.748100,72.583000
1,50,1.547930,0.539073,10.936400,10.734800,54.046000
1,51,1.471570,0.562624,10.935000,10.709900,50.113000
1,52,2.003480,0.580135,11.538600,11.061700,79.036000
1,53,1.525630,0.562608,11.123000,10.903800,55.415000
1,54,1.454800,0.570323,10.272200,10.047900,51.572000
1,55,1.958940,0.559121,10.253500,10.000100,83.199000
1,56,1.515480,0.563927,10.549000,10.311200,57.685000
1,57,1.880690,0.632371,10.745900,10.497700,76.753000
1,58,1.513330,0.595352,10.228000,9.998590,56.789000
1,59,1.864420,0.614910,10.684800,10.249700,79.743000
1,60,1.452820,0.521786,9.991560,9.782960,60.317000
1,61,1.596250,0.568612,9.784460,9.580740,66.628000
1,62,1.731880,0.487816,9.477060,9.285710,83.246000
1,63,1.387900,0.541076,9.869260,9.677690,57.642000
1,64,1.138770,0.435016,11.540100,11.500300,48.301000
1,65,1.317940,0.559495,8.262130,8.143210,53.108000
1,66,1.351880,0.604233,9.343230,9.165320,52.970000
1,67,1.327310,0.521740,9.718620,9.598440,56.905000
1,68,1.487290,0.557792,9.313290,9.123050,67.786000
1,69,1.923290,0.541337,9.078660,8.830230,102.696000
1,70,1.480370,0.550280,9.162260,8.881410,70.331000
1,71,1.845790,0.584943,9.238610,9.063410,95.360000
1,72,1.682790,0.585955,9.084690,8.803080,84.750000
1,73,1.461560,0.546386,8.783520,8.658050,71.894000
1,74,1.585530,0.588466,8.858980,8.655490,78.297000
1,75,1.830850,0.664425,8.887670,8.653980,93.868000
1,76,1.448040,0.524674,8.631150,8.518570,75.523000
1,77,1.644550,0.530969,8.267330,8.191690,91.905000
1,78,1.357150,0.524166,8.510710,8.334610,68.731000
1,79,1.439860,0.541079,8.363360,8.131390,76.043000
1,80,1.675910,0.538158,8.046700,7.824270,97.500000
1,81,1.492790,0.582408,8.315780,8.071510,79.216000
1,82,1.489330,0.559591,8.300250,8.121920,80.866000
1,83,1.677930,0.569361,8.271760,8.059560,98.485000
