1,1,11.247,0.344,3.659,1.767,11.248
1,2,12.3305,0.312,3.6195,1.799,24.666
1,3,9.30267,0.306667,3.63867,1.848,27.914
1,4,10.811,0.52425,3.70075,1.89125,43.25
1,5,8.3144,0.303,3.62,1.8654,41.576
1,6,9.29717,0.463333,3.60533,1.86117,55.788
1,7,8.92257,0.390143,3.59886,1.86229,62.466
1,8,8.77625,0.416375,3.60925,1.86163,70.217
1,9,8.41322,0.310556,3.63134,1.88356,75.727
1,10,8.2431,0.3078,3.6178,1.8659,82.439
1,11,7.88618,0.304273,3.59627,1.87182,86.756
1,12,7.88217,0.302167,3.62084,1.871,94.595
1,13,7.60008,0.303154,3.58339,1.88046,98.809
1,14,8.92164,0.305714,4.12172,2.23736,124.908
1,15,7.89993,0.3058,3.61993,1.88253,118.508
1,16,7.71344,0.315563,3.61194,1.90406,123.422
1,17,8.83088,0.358,4.15406,1.91224,150.131
1,18,7.80311,0.306889,3.60761,1.87483,140.464
1,19,7.47669,0.305579,3.59474,1.88505,142.059
1,20,7.50895,0.30915,3.6155,1.8876,150.187
1,21,7.48657,0.303333,3.59586,1.88705,157.229
1,22,7.95336,0.343136,3.632,1.88996,174.983
1,23,7.67535,0.303913,3.61165,1.89074,176.541
1,24,7.43617,0.307708,3.59667,1.88613,178.476
1,25,7.64568,0.3036,3.58616,1.89896,191.148
1,26,7.42912,0.308346,3.58269,1.88842,193.164
1,27,7.75626,0.343889,3.59782,1.89256,209.426
1,28,7.48086,0.307214,3.59554,1.89189,209.474
1,29,7.68776,0.339241,3.58845,1.87552,222.953
1,30,7.59557,0.312467,3.63003,1.90947,227.878
1,31,7.76945,0.331161,3.61471,1.90932,240.864
1,32,7.65178,0.328406,3.59269,1.88728,244.864
1,33,7.52558,0.305485,3.58409,1.889,248.358
1,34,7.33953,0.300588,3.57515,1.87729,249.551
1,35,7.39109,0.302571,3.58334,1.88706,258.699
1,36,7.44247,0.299444,3.56486,1.89808,267.942
1,37,7.55514,0.321622,3.584,1.87046,279.549
1,38,7.31495,0.297789,3.56287,1.87866,277.981
1,39,7.50731,0.298539,3.57221,1.90723,292.796
1,40,7.30423,0.296325,3.55068,1.86873,292.18
1,41,7.39678,0.300878,3.58427,1.88263,303.283
1,42,7.31569,0.295286,3.5396,1.87179,307.272
1,43,7.44191,0.300837,3.56042,1.89054,320.014
1,44,8.02118,0.333795,3.85884,2.0403,352.948
1,45,7.28347,0.297511,3.5394,1.87873,327.77
1,46,7.6485,0.31,3.69674,1.96765,351.839
1,47,7.43081,0.302958,3.60521,1.92985,349.257
1,48,7.72813,0.336396,3.74156,1.90329,370.965
1,49,7.48245,0.29151,3.71996,1.91667,366.658
1,50,8.15052,0.32068,3.94502,2.13586,407.55
1,51,7.55902,0.307863,3.66618,1.96131,385.522
1,52,7.23015,0.293058,3.52279,1.8735,375.983
1,53,7.32702,0.290717,3.53696,1.86953,388.346
1,54,7.17474,0.289278,3.5187,1.86356,387.448
1,55,7.35569,0.298527,3.54618,1.86704,404.577
1,56,7.19266,0.290571,3.51575,1.87016,402.803
1,57,7.2833,0.292,3.53983,1.87525,415.164
1,58,7.16241,0.288759,3.5125,1.87238,415.434
1,59,7.22051,0.288492,3.53007,1.87527,426.025
1,60,7.25193,0.28935,3.51383,1.86705,435.132
1,61,7.27761,0.290836,3.51607,1.86251,443.956
1,62,7.157,0.287597,3.51518,1.86527,443.742
1,63,7.18056,0.288698,3.52381,1.87581,452.386
1,64,7.19908,0.288188,3.51105,1.8658,460.758
1,65,7.17172,0.287108,3.53054,1.86582,466.175
1,66,7.31547,0.302258,3.56632,1.9423,482.839
1,67,7.43255,0.309955,3.53964,1.94431,497.999
1,68,7.31823,0.299897,3.49444,1.8941,497.656
1,69,7.18109,0.287942,3.51646,1.89601,495.514
1,70,7.21363,0.2858,3.5074,1.8779,504.965
1,71,7.31249,0.299479,3.52214,1.87304,519.206
1,72,7.2209,0.296806,3.4944,1.85825,519.915
1,73,7.15955,0.284986,3.5038,1.86718,522.661
1,74,7.22674,0.295865,3.49478,1.86692,534.792
